SpeakerNumber;F0;F1;F2;F3;F4;F5;F6;F7;F8;F9;TT;Sex;Class
range3;range4;range6;range3;range3;range3;range3;range7;range4;range4;range1;zero;male;6
range3;range1;range6;range5;range6;range1;range1;range7;range5;range7;range4;zero;male;7
range3;range2;range5;range2;range5;range3;range6;range3;range7;range6;range1;zero;male;8
range3;range1;range7;range2;range5;range7;range2;range7;range3;range5;range1;zero;male;9
range3;range5;range3;range3;range6;range4;range5;range5;range7;range4;range1;zero;male;10
range3;range4;range1;range5;range5;range7;range6;range7;range1;range1;range5;zero;male;0
range3;range3;range2;range5;range7;range7;range7;range3;range3;range1;range5;zero;male;1
range3;range5;range2;range3;range6;range6;range5;range2;range2;range1;range6;zero;male;2
range3;range6;range3;range3;range4;range3;range2;range4;range1;range4;range5;zero;male;3
range3;range5;range5;range4;range3;range1;range2;range7;range4;range5;range2;zero;male;4
range3;range6;range4;range4;range3;range2;range4;range4;range4;range5;range2;zero;male;5
range3;range4;range6;range3;range2;range4;range3;range7;range5;range4;range1;zero;male;6
range3;range1;range7;range4;range6;range1;range1;range6;range5;range7;range3;zero;male;7
range3;range3;range5;range2;range5;range3;range6;range3;range7;range5;range1;zero;male;8
range3;range1;range7;range3;range4;range6;range2;range6;range3;range6;range1;zero;male;9
range3;range4;range3;range3;range5;range3;range5;range4;range6;range5;range1;zero;male;10
range3;range3;range1;range6;range6;range7;range5;range7;range1;range1;range5;zero;male;0
range3;range3;range2;range4;range7;range7;range7;range4;range3;range1;range4;zero;male;1
range3;range4;range2;range4;range7;range6;range5;range2;range2;range1;range6;zero;male;2
range3;range5;range3;range3;range4;range4;range2;range4;range1;range4;range5;zero;male;3
range3;range5;range5;range3;range2;range2;range2;range7;range3;range5;range1;zero;male;4
range3;range6;range3;range4;range3;range2;range4;range4;range5;range5;range2;zero;male;5
range3;range4;range6;range3;range1;range4;range4;range7;range4;range5;range1;zero;male;6
range3;range1;range7;range4;range6;range1;range2;range7;range5;range7;range3;zero;male;7
range3;range3;range4;range2;range5;range4;range6;range4;range7;range6;range1;zero;male;8
range3;range1;range7;range3;range3;range6;range1;range6;range3;range6;range1;zero;male;9
range3;range4;range3;range3;range5;range3;range5;range5;range6;range5;range1;zero;male;10
range3;range3;range1;range6;range6;range7;range4;range7;range1;range1;range5;zero;male;0
range3;range3;range1;range4;range7;range7;range7;range5;range3;range1;range4;zero;male;1
range3;range4;range2;range4;range6;range7;range5;range2;range2;range1;range6;zero;male;2
range3;range5;range3;range3;range4;range4;range2;range4;range1;range4;range5;zero;male;3
range3;range5;range5;range3;range2;range2;range3;range7;range3;range5;range1;zero;male;4
range3;range6;range3;range4;range4;range3;range4;range3;range6;range3;range2;zero;male;5
range3;range4;range6;range3;range2;range4;range5;range7;range3;range5;range1;zero;male;6
range3;range1;range6;range5;range6;range1;range1;range7;range5;range7;range4;zero;male;7
range3;range2;range4;range3;range6;range4;range5;range3;range7;range6;range1;zero;male;8
range3;range1;range7;range4;range3;range6;range1;range6;range3;range5;range1;zero;male;9
range3;range5;range3;range3;range6;range3;range4;range5;range6;range6;range1;zero;male;10
range3;range2;range1;range6;range6;range7;range5;range7;range1;range1;range4;zero;male;0
range3;range3;range1;range4;range7;range7;range7;range4;range4;range1;range3;zero;male;1
range3;range5;range2;range3;range6;range7;range5;range2;range2;range1;range6;zero;male;2
range3;range4;range3;range3;range4;range4;range2;range4;range1;range4;range5;zero;male;3
range3;range5;range5;range3;range2;range1;range4;range7;range4;range5;range1;zero;male;4
range3;range5;range2;range4;range4;range4;range5;range3;range7;range3;range2;zero;male;5
range3;range3;range6;range4;range2;range4;range5;range7;range2;range5;range1;zero;male;6
range3;range2;range7;range3;range5;range1;range4;range7;range6;range7;range3;zero;male;7
range3;range2;range3;range4;range6;range5;range6;range1;range7;range5;range3;zero;male;8
range3;range1;range7;range2;range4;range6;range1;range6;range3;range5;range1;zero;male;9
range3;range5;range3;range3;range5;range3;range4;range6;range5;range6;range1;zero;male;10
range3;range4;range1;range4;range6;range7;range6;range5;range1;range4;range4;zero;male;0
range3;range6;range1;range3;range5;range7;range6;range3;range3;range2;range6;zero;male;1
range3;range7;range2;range4;range6;range6;range2;range1;range1;range4;range6;zero;male;2
range3;range7;range5;range4;range3;range5;range1;range6;range2;range2;range5;zero;male;3
range3;range6;range6;range5;range1;range1;range3;range5;range7;range1;range3;zero;male;4
range3;range6;range6;range5;range1;range3;range3;range5;range4;range1;range5;zero;male;5
range3;range5;range5;range7;range3;range1;range1;range2;range7;range5;range2;zero;male;6
range3;range1;range7;range6;range1;range3;range4;range7;range6;range5;range1;zero;male;7
range3;range2;range5;range6;range1;range6;range3;range7;range7;range1;range3;zero;male;8
range3;range1;range6;range7;range3;range7;range1;range6;range4;range1;range4;zero;male;9
range3;range6;range3;range6;range2;range5;range2;range4;range5;range1;range4;zero;male;10
range3;range3;range1;range5;range6;range7;range6;range5;range1;range4;range5;zero;male;0
range3;range6;range1;range3;range5;range7;range6;range3;range3;range1;range6;zero;male;1
range3;range7;range2;range3;range6;range6;range2;range1;range1;range4;range6;zero;male;2
range3;range7;range5;range4;range3;range5;range1;range6;range2;range2;range5;zero;male;3
range3;range6;range6;range5;range1;range1;range3;range4;range6;range2;range3;zero;male;4
range3;range6;range6;range4;range2;range2;range3;range6;range4;range1;range6;zero;male;5
range3;range5;range5;range7;range4;range1;range1;range2;range7;range5;range1;zero;male;6
range3;range1;range7;range4;range1;range3;range4;range7;range6;range4;range1;zero;male;7
range3;range2;range5;range6;range1;range6;range3;range7;range7;range1;range4;zero;male;8
range3;range1;range5;range7;range2;range7;range1;range6;range5;range1;range4;zero;male;9
range3;range6;range3;range5;range2;range5;range2;range4;range4;range1;range5;zero;male;10
range3;range3;range1;range5;range6;range7;range6;range5;range1;range3;range5;zero;male;0
range3;range5;range1;range4;range5;range7;range6;range2;range3;range2;range6;zero;male;1
range3;range7;range2;range3;range6;range6;range1;range2;range1;range4;range6;zero;male;2
range3;range7;range5;range4;range4;range4;range1;range5;range2;range3;range5;zero;male;3
range3;range6;range6;range5;range1;range1;range3;range5;range7;range1;range3;zero;male;4
range3;range6;range5;range5;range3;range2;range3;range6;range4;range1;range6;zero;male;5
range3;range5;range5;range7;range3;range1;range1;range2;range7;range5;range1;zero;male;6
range3;range1;range7;range3;range1;range5;range4;range7;range5;range3;range1;zero;male;7
range3;range2;range5;range6;range1;range6;range4;range6;range7;range1;range4;zero;male;8
range3;range1;range5;range7;range2;range7;range2;range6;range7;range1;range3;zero;male;9
range3;range5;range4;range4;range3;range5;range2;range5;range3;range1;range6;zero;male;10
range3;range3;range1;range5;range6;range7;range6;range5;range1;range3;range6;zero;male;0
range3;range4;range1;range5;range5;range7;range5;range1;range3;range2;range6;zero;male;1
range3;range6;range2;range4;range6;range5;range1;range2;range1;range5;range6;zero;male;2
range3;range7;range5;range4;range4;range4;range1;range5;range2;range3;range5;zero;male;3
range3;range6;range6;range5;range2;range1;range2;range5;range7;range2;range3;zero;male;4
range3;range6;range5;range5;range3;range2;range3;range6;range3;range1;range6;zero;male;5
range3;range5;range6;range6;range3;range1;range1;range4;range7;range3;range1;zero;male;6
range3;range1;range7;range2;range1;range5;range4;range7;range5;range2;range1;zero;male;7
range3;range2;range5;range5;range1;range7;range4;range5;range5;range1;range5;zero;male;8
range3;range1;range5;range7;range1;range7;range2;range5;range6;range1;range3;zero;male;9
range3;range5;range4;range3;range3;range5;range2;range5;range3;range1;range6;zero;male;10
range3;range1;range1;range6;range6;range7;range6;range4;range1;range4;range6;zero;male;0
range3;range4;range1;range5;range5;range7;range4;range2;range2;range2;range6;zero;male;1
range3;range6;range1;range3;range6;range5;range2;range2;range1;range5;range6;zero;male;2
range3;range7;range5;range4;range4;range4;range1;range4;range2;range2;range5;zero;male;3
range3;range6;range6;range5;range2;range1;range2;range6;range7;range2;range2;zero;male;4
range3;range5;range5;range4;range3;range3;range4;range5;range1;range1;range6;zero;male;5
range3;range4;range6;range6;range2;range1;range2;range6;range7;range1;range2;zero;male;6
range3;range1;range7;range1;range1;range6;range4;range7;range4;range2;range1;zero;male;7
range3;range2;range5;range5;range1;range7;range4;range4;range5;range1;range5;zero;male;8
range3;range1;range5;range7;range1;range6;range2;range4;range6;range1;range4;zero;male;9
range3;range5;range4;range3;range3;range5;range3;range4;range2;range1;range6;zero;male;10
range3;range1;range1;range7;range6;range7;range6;range3;range1;range4;range6;zero;male;0
range3;range4;range1;range4;range5;range7;range4;range2;range2;range1;range7;zero;male;1
range3;range6;range1;range3;range6;range6;range2;range3;range1;range4;range7;zero;male;2
range3;range7;range4;range4;range4;range3;range1;range4;range2;range2;range6;zero;male;3
range3;range6;range6;range5;range1;range1;range2;range6;range6;range3;range2;zero;male;4
range3;range5;range4;range2;range3;range5;range4;range3;range1;range2;range6;zero;male;5
range3;range4;range5;range5;range1;range1;range3;range6;range6;range1;range2;zero;male;6
range3;range1;range7;range2;range1;range5;range3;range7;range4;range3;range2;zero;male;7
range3;range1;range5;range5;range1;range7;range5;range2;range3;range2;range5;zero;male;8
range3;range1;range5;range7;range1;range7;range2;range5;range6;range1;range3;zero;male;9
range3;range5;range4;range3;range3;range5;range3;range5;range3;range1;range5;zero;male;10
range4;range1;range5;range7;range7;range4;range1;range1;range3;range5;range6;zero;male;0
range4;range1;range3;range7;range6;range7;range1;range1;range1;range3;range7;zero;male;1
range4;range3;range2;range6;range6;range6;range1;range1;range1;range4;range7;zero;male;2
range4;range3;range3;range4;range3;range4;range2;range5;range5;range3;range6;zero;male;3
range4;range5;range5;range1;range2;range2;range4;range7;range1;range2;range5;zero;male;4
range4;range4;range4;range1;range3;range3;range4;range6;range2;range3;range7;zero;male;5
range4;range3;range6;range3;range1;range3;range2;range7;range6;range1;range5;zero;male;6
range4;range1;range7;range3;range1;range4;range4;range5;range7;range1;range4;zero;male;7
range4;range1;range7;range5;range1;range6;range4;range3;range4;range1;range5;zero;male;8
range4;range1;range7;range4;range1;range4;range1;range7;range2;range2;range6;zero;male;9
range4;range2;range5;range5;range2;range6;range3;range2;range2;range3;range7;zero;male;10
range4;range1;range5;range7;range7;range4;range1;range1;range4;range6;range6;zero;male;0
range4;range1;range5;range7;range6;range6;range1;range1;range1;range4;range7;zero;male;1
range4;range2;range2;range6;range6;range6;range1;range1;range1;range4;range7;zero;male;2
range4;range3;range3;range4;range3;range4;range2;range5;range5;range3;range6;zero;male;3
range4;range5;range5;range2;range2;range2;range4;range7;range1;range3;range4;zero;male;4
range4;range3;range4;range2;range3;range2;range3;range7;range3;range2;range7;zero;male;5
range4;range2;range6;range3;range1;range3;range3;range7;range7;range1;range6;zero;male;6
range4;range1;range7;range2;range1;range6;range6;range4;range6;range1;range4;zero;male;7
range4;range1;range7;range3;range1;range7;range4;range4;range3;range1;range5;zero;male;8
range4;range1;range7;range4;range1;range5;range1;range7;range4;range2;range5;zero;male;9
range4;range1;range5;range5;range2;range6;range3;range2;range1;range3;range7;zero;male;10
range4;range1;range5;range7;range7;range3;range1;range1;range3;range6;range6;zero;male;0
range4;range1;range4;range7;range7;range6;range1;range1;range1;range3;range7;zero;male;1
range4;range2;range2;range6;range6;range6;range1;range1;range2;range4;range7;zero;male;2
range4;range3;range3;range3;range3;range5;range3;range4;range5;range3;range7;zero;male;3
range4;range3;range5;range2;range2;range2;range3;range7;range1;range4;range5;zero;male;4
range4;range3;range4;range2;range3;range2;range3;range6;range3;range3;range7;zero;male;5
range4;range2;range6;range4;range1;range3;range3;range6;range7;range1;range5;zero;male;6
range4;range1;range7;range1;range1;range7;range6;range5;range5;range1;range4;zero;male;7
range4;range1;range7;range2;range1;range7;range4;range5;range3;range1;range4;zero;male;8
range4;range1;range7;range3;range1;range6;range1;range7;range3;range2;range6;zero;male;9
range4;range1;range4;range4;range3;range7;range3;range2;range1;range3;range7;zero;male;10
range4;range1;range4;range7;range7;range2;range1;range1;range3;range6;range5;zero;male;0
range4;range1;range3;range7;range7;range7;range1;range1;range1;range2;range7;zero;male;1
range4;range1;range2;range6;range6;range6;range1;range2;range1;range4;range7;zero;male;2
range4;range3;range3;range2;range3;range5;range4;range4;range4;range2;range7;zero;male;3
range4;range2;range5;range3;range1;range3;range2;range7;range2;range4;range5;zero;male;4
range4;range2;range4;range2;range4;range3;range4;range6;range2;range3;range7;zero;male;5
range4;range2;range6;range4;range1;range4;range5;range6;range6;range1;range5;zero;male;6
range4;range1;range7;range1;range1;range7;range5;range5;range4;range1;range4;zero;male;7
range4;range1;range7;range3;range1;range7;range4;range5;range3;range1;range4;zero;male;8
range4;range1;range7;range4;range1;range5;range1;range6;range2;range5;range5;zero;male;9
range4;range2;range4;range3;range3;range7;range3;range2;range2;range3;range6;zero;male;10
range4;range1;range4;range7;range7;range3;range1;range1;range3;range7;range5;zero;male;0
range4;range1;range3;range7;range7;range7;range1;range1;range1;range2;range7;zero;male;1
range4;range1;range3;range6;range6;range6;range1;range2;range1;range4;range6;zero;male;2
range4;range3;range2;range2;range4;range4;range4;range6;range4;range2;range7;zero;male;3
range4;range2;range5;range2;range1;range4;range3;range7;range1;range4;range5;zero;male;4
range4;range2;range4;range1;range4;range4;range4;range6;range2;range3;range7;zero;male;5
range4;range2;range6;range2;range1;range5;range4;range7;range5;range1;range5;zero;male;6
range4;range1;range7;range1;range1;range7;range5;range6;range5;range2;range4;zero;male;7
range4;range1;range7;range4;range1;range6;range4;range4;range4;range1;range5;zero;male;8
range4;range1;range7;range1;range2;range6;range2;range4;range1;range5;range6;zero;male;9
range4;range1;range4;range4;range3;range7;range3;range2;range2;range4;range5;zero;male;10
range4;range1;range4;range7;range7;range3;range1;range1;range2;range7;range5;zero;male;0
range4;range1;range4;range7;range6;range7;range1;range1;range2;range3;range7;zero;male;1
range4;range1;range3;range6;range6;range6;range1;range3;range2;range3;range6;zero;male;2
range4;range3;range2;range2;range5;range2;range5;range6;range3;range3;range7;zero;male;3
range4;range3;range5;range1;range2;range4;range5;range7;range1;range3;range6;zero;male;4
range4;range2;range4;range1;range5;range5;range3;range6;range2;range3;range7;zero;male;5
range4;range2;range6;range3;range2;range3;range2;range7;range5;range1;range5;zero;male;6
range4;range1;range7;range1;range1;range6;range5;range6;range5;range3;range4;zero;male;7
range4;range1;range7;range3;range1;range7;range4;range2;range3;range1;range5;zero;male;8
range4;range1;range7;range1;range2;range6;range2;range3;range1;range4;range6;zero;male;9
range4;range1;range4;range4;range2;range7;range3;range2;range3;range5;range6;zero;male;10
range4;range7;range1;range1;range5;range5;range6;range7;range7;range4;range3;one;female;0
range4;range6;range1;range4;range4;range6;range7;range5;range4;range4;range2;one;female;1
range4;range6;range2;range4;range3;range7;range5;range3;range3;range4;range1;one;female;2
range4;range7;range4;range2;range1;range5;range2;range3;range4;range5;range4;one;female;3
range4;range6;range6;range4;range3;range2;range2;range3;range7;range6;range3;one;female;4
range4;range6;range3;range7;range5;range2;range3;range1;range6;range7;range4;one;female;5
range4;range5;range2;range7;range7;range2;range3;range1;range4;range7;range7;one;female;6
range4;range2;range7;range6;range1;range1;range3;range2;range7;range7;range6;one;female;7
range4;range2;range3;range7;range6;range1;range4;range1;range3;range6;range7;one;female;8
range4;range1;range3;range7;range6;range3;range4;range2;range2;range4;range7;one;female;9
range4;range5;range2;range6;range3;range3;range6;range2;range6;range7;range6;one;female;10
range4;range7;range1;range1;range5;range5;range6;range7;range7;range5;range3;one;female;0
range4;range6;range1;range3;range4;range6;range7;range5;range5;range5;range2;one;female;1
range4;range6;range2;range5;range4;range7;range5;range2;range2;range4;range1;one;female;2
range4;range7;range3;range2;range1;range4;range3;range2;range4;range6;range4;one;female;3
range4;range5;range6;range4;range3;range2;range2;range3;range7;range7;range3;one;female;4
range4;range6;range3;range6;range4;range2;range4;range3;range6;range7;range3;one;female;5
range4;range5;range2;range7;range7;range2;range3;range1;range4;range7;range7;one;female;6
range4;range2;range7;range7;range2;range1;range2;range2;range7;range7;range7;one;female;7
range4;range2;range5;range7;range5;range2;range4;range1;range4;range7;range7;one;female;8
range4;range1;range2;range7;range7;range3;range4;range2;range1;range3;range7;one;female;9
range4;range5;range1;range6;range4;range3;range6;range2;range6;range7;range6;one;female;10
range4;range7;range1;range1;range6;range6;range6;range7;range7;range4;range2;one;female;0
range4;range7;range1;range2;range3;range5;range7;range6;range7;range7;range4;one;female;1
range4;range6;range1;range6;range4;range6;range6;range2;range2;range4;range3;one;female;2
range4;range7;range3;range3;range1;range4;range3;range2;range5;range6;range4;one;female;3
range4;range5;range6;range5;range4;range2;range2;range3;range7;range7;range3;one;female;4
range4;range6;range3;range7;range4;range1;range5;range4;range5;range6;range3;one;female;5
range4;range6;range2;range7;range7;range2;range3;range1;range3;range6;range7;one;female;6
range4;range2;range6;range7;range3;range1;range1;range1;range7;range7;range7;one;female;7
range4;range2;range4;range7;range6;range1;range4;range2;range4;range6;range7;one;female;8
range4;range1;range2;range7;range7;range3;range5;range1;range1;range3;range7;one;female;9
range4;range5;range1;range5;range4;range3;range5;range2;range6;range7;range6;one;female;10
range4;range5;range1;range2;range7;range6;range7;range7;range6;range2;range2;one;female;0
range4;range7;range1;range2;range2;range3;range7;range5;range7;range7;range5;one;female;1
range4;range6;range2;range5;range4;range6;range6;range2;range4;range4;range2;one;female;2
range4;range7;range2;range3;range1;range4;range3;range2;range5;range6;range4;one;female;3
range4;range5;range6;range6;range4;range2;range1;range2;range6;range7;range3;one;female;4
range4;range5;range3;range7;range5;range1;range5;range4;range5;range6;range3;one;female;5
range4;range6;range1;range7;range7;range3;range3;range1;range3;range6;range7;one;female;6
range4;range2;range6;range7;range3;range1;range1;range1;range6;range7;range7;one;female;7
range4;range3;range4;range7;range5;range1;range5;range4;range5;range6;range7;one;female;8
range4;range1;range2;range7;range7;range3;range5;range2;range1;range3;range7;one;female;9
range4;range4;range2;range5;range3;range3;range5;range3;range6;range7;range6;one;female;10
range4;range4;range1;range5;range7;range7;range6;range7;range4;range2;range2;one;female;0
range4;range7;range1;range2;range3;range3;range7;range5;range7;range6;range5;one;female;1
range4;range7;range1;range3;range3;range5;range6;range3;range6;range5;range3;one;female;2
range4;range7;range2;range4;range2;range5;range3;range2;range5;range6;range3;one;female;3
range4;range4;range5;range6;range4;range2;range1;range2;range5;range7;range4;one;female;4
range4;range5;range3;range7;range5;range2;range6;range4;range5;range5;range3;one;female;5
range4;range5;range2;range7;range7;range2;range3;range1;range3;range7;range7;one;female;6
range4;range2;range7;range6;range3;range1;range1;range1;range6;range7;range7;one;female;7
range4;range2;range4;range7;range4;range2;range5;range2;range6;range7;range7;one;female;8
range4;range1;range2;range7;range7;range3;range3;range2;range2;range2;range7;one;female;9
range4;range3;range4;range3;range4;range5;range5;range5;range6;range6;range3;one;female;10
range4;range4;range1;range4;range6;range7;range6;range5;range4;range2;range1;one;female;0
range4;range7;range1;range3;range3;range4;range7;range5;range7;range6;range4;one;female;1
range4;range7;range1;range3;range2;range4;range6;range3;range6;range7;range4;one;female;2
range4;range7;range2;range4;range2;range6;range3;range1;range4;range5;range3;one;female;3
range4;range5;range5;range6;range5;range2;range2;range1;range6;range7;range4;one;female;4
range4;range5;range3;range6;range4;range2;range7;range4;range5;range5;range4;one;female;5
range4;range4;range3;range7;range7;range1;range3;range1;range4;range7;range7;one;female;6
range4;range2;range7;range6;range2;range1;range1;range1;range7;range7;range6;one;female;7
range4;range2;range5;range7;range4;range2;range6;range1;range6;range6;range5;one;female;8
range4;range1;range2;range7;range7;range3;range4;range2;range1;range2;range7;one;female;9
range4;range4;range4;range3;range3;range6;range5;range6;range5;range7;range3;one;female;10
range5;range4;range1;range2;range7;range6;range7;range5;range5;range1;range2;one;female;0
range5;range4;range2;range3;range7;range5;range6;range3;range5;range1;range2;one;female;1
range5;range7;range2;range1;range5;range2;range3;range3;range6;range3;range5;one;female;2
range5;range7;range4;range2;range4;range1;range4;range5;range2;range4;range2;one;female;3
range5;range5;range6;range1;range3;range2;range5;range6;range2;range5;range4;one;female;4
range5;range6;range5;range2;range3;range2;range2;range4;range6;range3;range4;one;female;5
range5;range4;range6;range3;range2;range2;range5;range6;range6;range3;range2;one;female;6
range5;range2;range7;range4;range3;range1;range2;range6;range5;range7;range4;one;female;7
range5;range2;range6;range3;range3;range2;range6;range3;range4;range6;range2;one;female;8
range5;range1;range6;range6;range4;range2;range6;range3;range3;range7;range4;one;female;9
range5;range3;range4;range3;range4;range4;range5;range5;range5;range2;range3;one;female;10
range5;range4;range1;range1;range7;range6;range7;range5;range6;range1;range2;one;female;0
range5;range4;range2;range3;range7;range5;range6;range4;range4;range2;range1;one;female;1
range5;range7;range2;range1;range5;range3;range3;range3;range6;range3;range4;one;female;2
range5;range7;range4;range2;range4;range1;range3;range6;range2;range5;range2;one;female;3
range5;range5;range6;range1;range3;range2;range6;range4;range2;range4;range4;one;female;4
range5;range6;range5;range2;range3;range2;range2;range4;range6;range2;range4;one;female;5
range5;range4;range6;range2;range1;range2;range5;range6;range5;range3;range2;one;female;6
range5;range2;range7;range4;range3;range1;range4;range5;range5;range7;range3;one;female;7
range5;range2;range6;range2;range3;range3;range7;range2;range5;range4;range2;one;female;8
range5;range1;range7;range5;range5;range2;range7;range1;range5;range6;range3;one;female;9
range5;range3;range4;range4;range4;range4;range5;range5;range5;range2;range3;one;female;10
range5;range5;range1;range1;range7;range6;range7;range5;range6;range1;range2;one;female;0
range5;range3;range2;range4;range6;range5;range6;range4;range4;range2;range1;one;female;1
range5;range7;range2;range1;range4;range3;range2;range4;range6;range4;range4;one;female;2
range5;range7;range3;range2;range5;range1;range3;range6;range3;range5;range2;one;female;3
range5;range5;range6;range1;range3;range2;range6;range4;range2;range5;range4;one;female;4
range5;range6;range5;range2;range3;range2;range2;range3;range6;range2;range4;one;female;5
range5;range4;range6;range1;range1;range3;range6;range5;range5;range2;range2;one;female;6
range5;range2;range7;range4;range3;range1;range6;range4;range7;range5;range4;one;female;7
range5;range2;range7;range1;range4;range4;range6;range2;range5;range3;range2;one;female;8
range5;range1;range7;range5;range5;range2;range7;range1;range5;range6;range3;one;female;9
range5;range3;range4;range3;range4;range4;range6;range5;range4;range2;range3;one;female;10
range5;range5;range1;range2;range7;range6;range7;range5;range6;range1;range2;one;female;0
range5;range3;range3;range4;range6;range5;range6;range3;range4;range2;range1;one;female;1
range5;range7;range2;range1;range5;range3;range2;range4;range5;range4;range3;one;female;2
range5;range7;range3;range2;range5;range1;range2;range6;range3;range5;range2;one;female;3
range5;range5;range6;range1;range3;range2;range6;range3;range3;range4;range4;one;female;4
range5;range6;range5;range2;range3;range2;range3;range3;range6;range3;range4;one;female;5
range5;range4;range6;range1;range2;range3;range5;range6;range5;range2;range2;one;female;6
range5;range2;range7;range4;range3;range1;range5;range5;range6;range6;range3;one;female;7
range5;range1;range7;range1;range4;range5;range6;range3;range3;range5;range1;one;female;8
range5;range1;range7;range6;range5;range2;range6;range4;range2;range7;range4;one;female;9
range5;range3;range4;range3;range4;range4;range6;range4;range4;range3;range3;one;female;10
range5;range4;range1;range2;range7;range6;range7;range4;range5;range1;range1;one;female;0
range5;range3;range3;range4;range6;range5;range6;range3;range4;range1;range2;one;female;1
range5;range7;range2;range1;range5;range3;range3;range4;range6;range4;range3;one;female;2
range5;range7;range3;range2;range4;range1;range2;range6;range3;range5;range2;one;female;3
range5;range5;range6;range1;range3;range2;range6;range5;range3;range5;range4;one;female;4
range5;range5;range5;range2;range3;range3;range3;range4;range5;range3;range3;one;female;5
range5;range4;range6;range1;range2;range3;range5;range6;range5;range2;range2;one;female;6
range5;range2;range7;range4;range3;range1;range5;range4;range7;range6;range4;one;female;7
range5;range1;range7;range1;range4;range6;range5;range3;range2;range5;range2;one;female;8
range5;range1;range7;range6;range4;range2;range5;range4;range2;range7;range4;one;female;9
range5;range3;range4;range3;range4;range4;range6;range4;range4;range2;range3;one;female;10
range5;range4;range1;range2;range7;range6;range7;range4;range5;range1;range1;one;female;0
range5;range2;range4;range4;range6;range5;range5;range4;range3;range1;range2;one;female;1
range5;range7;range2;range1;range5;range3;range3;range4;range6;range4;range4;one;female;2
range5;range7;range3;range2;range4;range1;range3;range6;range3;range4;range2;one;female;3
range5;range5;range5;range1;range3;range1;range6;range4;range4;range4;range3;one;female;4
range5;range5;range5;range1;range4;range4;range4;range4;range4;range2;range4;one;female;5
range5;range4;range6;range1;range1;range3;range6;range4;range4;range2;range3;one;female;6
range5;range2;range7;range4;range2;range1;range4;range6;range5;range7;range4;one;female;7
range5;range1;range7;range1;range5;range6;range5;range1;range2;range3;range2;one;female;8
range5;range1;range7;range5;range4;range3;range5;range4;range2;range7;range4;one;female;9
range5;range3;range5;range3;range4;range4;range6;range4;range3;range2;range3;one;female;10
range5;range2;range1;range5;range7;range6;range7;range7;range2;range4;range1;one;female;0
range5;range5;range2;range2;range6;range6;range7;range5;range6;range3;range2;one;female;1
range5;range5;range2;range2;range3;range7;range3;range4;range5;range2;range4;one;female;2
range5;range6;range4;range1;range3;range6;range2;range4;range6;range4;range1;one;female;3
range5;range5;range6;range6;range1;range3;range5;range4;range6;range6;range1;one;female;4
range5;range6;range6;range1;range1;range6;range5;range4;range4;range6;range1;one;female;5
range5;range5;range7;range5;range1;range3;range5;range6;range7;range6;range1;one;female;6
range5;range2;range7;range6;range2;range2;range2;range2;range7;range5;range3;one;female;7
range5;range2;range7;range2;range4;range4;range2;range7;range7;range6;range3;one;female;8
range5;range1;range6;range3;range6;range3;range4;range5;range5;range7;range1;one;female;9
range5;range3;range3;range3;range4;range6;range3;range6;range6;range1;range3;one;female;10
range5;range2;range1;range5;range7;range6;range7;range7;range1;range4;range1;one;female;0
range5;range4;range2;range2;range6;range6;range7;range5;range7;range3;range2;one;female;1
range5;range6;range2;range2;range3;range7;range3;range5;range5;range2;range3;one;female;2
range5;range6;range4;range1;range4;range5;range1;range5;range6;range3;range2;one;female;3
range5;range5;range6;range5;range1;range3;range5;range5;range6;range5;range1;one;female;4
range5;range6;range6;range2;range1;range6;range6;range3;range3;range6;range1;one;female;5
range5;range4;range7;range6;range1;range2;range5;range6;range6;range7;range1;one;female;6
range5;range2;range7;range7;range2;range2;range1;range2;range7;range6;range3;one;female;7
range5;range2;range7;range2;range4;range5;range3;range7;range7;range5;range3;one;female;8
range5;range1;range6;range2;range5;range4;range3;range6;range5;range7;range2;one;female;9
range5;range3;range3;range4;range4;range6;range2;range5;range7;range2;range3;one;female;10
range5;range2;range1;range5;range7;range5;range7;range6;range2;range3;range1;one;female;0
range5;range4;range2;range2;range6;range6;range7;range6;range7;range3;range1;one;female;1
range5;range6;range3;range2;range4;range7;range3;range6;range4;range3;range3;one;female;2
range5;range6;range4;range1;range4;range5;range2;range4;range6;range3;range2;one;female;3
range5;range5;range6;range6;range1;range3;range5;range5;range6;range6;range1;one;female;4
range5;range6;range6;range3;range1;range5;range6;range4;range3;range6;range1;one;female;5
range5;range4;range7;range7;range1;range1;range5;range7;range6;range7;range2;one;female;6
range5;range2;range7;range6;range1;range2;range2;range3;range7;range6;range4;one;female;7
range5;range2;range7;range2;range3;range5;range4;range7;range6;range5;range3;one;female;8
range5;range1;range6;range3;range4;range4;range4;range6;range5;range7;range2;one;female;9
range5;range3;range3;range5;range4;range6;range2;range4;range7;range2;range3;one;female;10
range5;range3;range1;range4;range7;range5;range7;range6;range4;range4;range1;one;female;0
range5;range4;range2;range2;range6;range6;range7;range6;range7;range4;range1;one;female;1
range5;range6;range3;range1;range4;range6;range3;range6;range4;range3;range3;one;female;2
range5;range6;range4;range1;range3;range6;range2;range4;range6;range4;range1;one;female;3
range5;range5;range6;range6;range1;range3;range5;range5;range5;range6;range1;one;female;4
range5;range6;range5;range4;range1;range5;range6;range4;range2;range6;range2;one;female;5
range5;range5;range6;range7;range1;range1;range5;range7;range5;range7;range2;one;female;6
